,hex_index2,Species,Annu_Mean_Temp,Annu_Prec
989,828a57fffffffff,anteater,26.481068929036457,2557.0
1003,82a597fffffffff,anteater,24.132886759440105,1069.5714285714287
1022,828107fffffffff,anteater,20.928436279296875,671.0
1080,8228d7fffffffff,anteater,5.364919026692708,1867.0
1104,82dd47fffffffff,anteater,,0.0
1113,8248c7fffffffff,anteater,16.143692016601562,256.0
1118,826747fffffffff,anteater,24.818041907416447,858.5833333333334
1121,825f4ffffffffff,anteater,26.246312459309895,1000.0
1133,825f47fffffffff,anteater,25.72857666015625,1461.0
1134,828acffffffffff,anteater,25.055831909179688,2308.0
1140,825f67fffffffff,anteater,25.388682047526043,2749.0
1176,824507fffffffff,anteater,26.252814822726776,1500.0833333333333
1222,828b07fffffffff,anteater,25.806666056315105,1094.0
1234,828027fffffffff,anteater,25.992289225260418,739.0
1237,826d6ffffffffff,anteater,22.911534627278645,2516.0
1244,82452ffffffffff,anteater,25.164510091145832,1440.0
1286,82450ffffffffff,anteater,25.83251953125,1149.0
1346,828f5ffffffffff,anteater,2.9315338134765625,738.0
1349,82810ffffffffff,anteater,23.668858846028645,810.0
1371,82a80ffffffffff,anteater,22.929529825846355,983.0
56,828f0ffffffffff,anteater,23.571095784505207,109.0
345,826d17fffffffff,anteater,26.02236779530843,1060.235294117647
346,826d07fffffffff,anteater,26.530615307035898,1599.2857142857142
440,826d67fffffffff,anteater,24.880198160807293,1397.0
753,8249affffffffff,anteater,25.138951619466145,1124.0
770,824987fffffffff,anteater,18.960291544596355,937.0
773,824577fffffffff,anteater,26.471553984142485,1070.4285714285713
925,824537fffffffff,anteater,21.660980224609375,1519.0
975,828f27fffffffff,anteater,25.087134951636905,1495.0
979,8249b7fffffffff,anteater,24.475372314453125,1610.0
1364,82499ffffffffff,anteater,21.073628743489582,1159.0
1433,826d77fffffffff,anteater,24.668797810872395,1845.4666666666667
1552,8249a7fffffffff,anteater,25.20560745965867,1004.9285714285714
1765,82451ffffffffff,anteater,26.180729618778933,1099.8
2143,826797fffffffff,anteater,25.745264689127605,2394.0
2316,828f57fffffffff,anteater,22.093760172526043,147.0
0,8240c7fffffffff,badger,1.9417978922526042,755.0
1,8240a7fffffffff,badger,16.53612772623698,1049.0
2,824197fffffffff,badger,15.586558024088541,1537.0
3,8240effffffffff,badger,4.6145477294921875,703.0
4,823187fffffffff,badger,7.399648030598958,454.0
6,82408ffffffffff,badger,8.4495849609375,773.0
12,8240b7fffffffff,badger,15.430496215820312,947.0
17,824017fffffffff,badger,16.964309692382812,1303.0
19,8241a7fffffffff,badger,20.216293334960938,1132.0
20,8240e7fffffffff,badger,16.816309611002605,1100.0
22,82400ffffffffff,badger,14.576833089192709,1065.0
23,824057fffffffff,badger,9.241032918294271,907.0
25,82405ffffffffff,badger,4.1994578043619795,688.0
27,824187fffffffff,badger,17.10009765625,1763.0
30,823097fffffffff,badger,15.681666056315104,1013.0
0,8264a7fffffffff,badger,28.07384745279948,970.0
1,826487fffffffff,badger,23.237569173177082,1013.0
3,82416ffffffffff,badger,25.591990152994793,2126.0
6,826587fffffffff,badger,27.721852620442707,1341.0
8,826597fffffffff,badger,27.187296549479168,2262.0
14,82414ffffffffff,badger,19.63970438639323,1351.0
15,8265b7fffffffff,badger,24.261093139648438,2231.0
16,824167fffffffff,badger,23.99160540545428,2258.777777777778
18,82650ffffffffff,badger,21.691744486490883,2299.875
19,82658ffffffffff,badger,27.49832774974682,1074.5555555555557
21,826437fffffffff,badger,26.17800830659412,2289.285714285714
23,826557fffffffff,badger,27.034372965494793,3210.0
27,8264b7fffffffff,badger,25.864664713541668,1163.0
31,823ceffffffffff,badger,17.443771362304688,1871.0
33,82411ffffffffff,badger,21.332733154296875,1685.0
34,824087fffffffff,badger,14.922831217447916,851.0
35,82415ffffffffff,badger,20.560211181640625,1694.0
39,82410ffffffffff,badger,22.70220656622024,1818.2857142857142
48,824067fffffffff,badger,20.410074869791668,1396.0
50,823d97fffffffff,badger,25.880706787109375,968.0
0,822f5ffffffffff,badger,14.885103352864581,1620.9
1,822e2ffffffffff,badger,11.625706990559896,1332.875
5,822e67fffffffff,badger,15.501352945963541,1814.0
7,822e0ffffffffff,badger,10.330612182617188,1478.0
11,822e6ffffffffff,badger,13.375127156575521,1471.0
30,824b77fffffffff,badger,16.654448009672617,2717.5714285714284
34,8230dffffffffff,badger,15.368377685546875,1879.3333333333333
35,822e77fffffffff,badger,11.6424560546875,1948.0
37,824b67fffffffff,badger,14.909617106119791,1886.0
59,824b6ffffffffff,badger,14.887316385904947,1937.857142857143
0,82206ffffffffff,badger,1.759857177734375,584.0
1,82204ffffffffff,badger,-6.5749766031901045,393.0
2,8210c7fffffffff,badger,0.5231221516927084,670.0
4,8230effffffffff,badger,10.389656349464698,1250.2222222222222
5,8210affffffffff,badger,3.6920674641927085,476.0
6,8210dffffffffff,badger,2.417816162109375,413.0
10,820b97fffffffff,badger,1.1861216227213542,537.0
11,820bb7fffffffff,badger,1.0940450032552083,399.0
12,82101ffffffffff,badger,2.4110616048177085,591.0
13,822167fffffffff,badger,0.9662526448567709,413.0
17,8230e7fffffffff,badger,11.28927273220486,1283.2222222222222
21,8230d7fffffffff,badger,13.898410938404226,1839.0
26,8230c7fffffffff,badger,11.82989501953125,1327.0
52,822177fffffffff,badger,2.24468994140625,309.0
53,822507fffffffff,badger,-1.9624989827473958,288.0
54,82315ffffffffff,badger,8.66077564380787,1212.3333333333333
58,821487fffffffff,badger,-0.3709564208984375,597.0
60,822d4ffffffffff,badger,7.832570393880208,355.0
61,82316ffffffffff,badger,5.152183532714844,702.375
62,820b27fffffffff,badger,-1.3989817301432292,540.0
63,82214ffffffffff,badger,1.2938995361328125,293.0
66,8214affffffffff,badger,-1.246856689453125,566.0
68,820a37fffffffff,badger,-4.7506052652994795,561.0
69,8210f7fffffffff,badger,2.553314208984375,491.0
181,8230cffffffffff,badger,13.231092664930554,1679.0
1121,822ecffffffffff,badger,2.1057942708333335,714.0
1139,822127fffffffff,badger,3.509312947591146,445.0
1144,82108ffffffffff,badger,3.216618855794271,466.0
1145,822547fffffffff,badger,-0.3134714762369792,323.0
1159,822147fffffffff,badger,1.896484375,315.0
1161,821087fffffffff,badger,5.59112548828125,420.0
1163,8210e7fffffffff,badger,1.2557322184244792,544.0
1231,82148ffffffffff,badger,0.3613332112630208,624.0
7252,8210d7fffffffff,badger,2.1568501790364585,562.0
7256,822c67fffffffff,badger,9.752324422200521,201.0
7257,822067fffffffff,badger,2.491643269856771,299.0
7264,821097fffffffff,badger,7.0926971435546875,267.0
7267,822edffffffffff,badger,0.6921234130859375,802.0
7271,82250ffffffffff,badger,-8.186421712239584,320.0
7275,82242ffffffffff,badger,0.10306803385416667,266.0
7295,8220e7fffffffff,badger,9.226170857747396,374.0
7311,822047fffffffff,badger,0.9806009928385416,404.0
7337,82216ffffffffff,badger,0.41058349609375,428.0
7338,82309ffffffffff,badger,15.658233642578125,926.0
7352,823127fffffffff,badger,-1.6484781901041667,449.0
7353,8220f7fffffffff,badger,-5.6630706787109375,295.0
0,821f87fffffffff,badger,7.7336680094401045,1029.0
1,82396ffffffffff,badger,14.858464558919271,569.0
5,82186ffffffffff,badger,11.429000854492188,630.0
8,821947fffffffff,badger,9.064729902479382,780.0833333333334
220,8208affffffffff,badger,2.562591552734375,664.0
221,8208b7fffffffff,badger,6.643697102864583,542.0
222,820887fffffffff,badger,5.382486979166667,567.0
224,821f2ffffffffff,badger,6.68048095703125,643.0
225,821f97fffffffff,badger,9.336878458658854,749.0
226,823967fffffffff,badger,12.861373901367188,634.0
233,821847fffffffff,badger,11.794696514423075,948.3846153846154
237,821867fffffffff,badger,10.971898396809896,714.0
253,821fb7fffffffff,badger,10.590042114257812,578.0
257,821fa7fffffffff,badger,9.551289876302084,806.0
258,82196ffffffffff,badger,9.507758507361778,812.2307692307693
264,821f07fffffffff,badger,8.713729858398438,548.0
281,821f17fffffffff,badger,9.343816121419271,658.0
289,821e87fffffffff,badger,13.411921183268229,576.0
292,823907fffffffff,badger,16.15564473470052,508.0
297,82392ffffffffff,badger,11.6160888671875,402.0
308,82184ffffffffff,badger,12.730436276166868,976.3846153846154
310,82391ffffffffff,badger,16.100372314453125,548.0
311,823977fffffffff,badger,14.909810384114584,365.0
320,821f8ffffffffff,badger,6.6759694417317705,1253.0
370,82190ffffffffff,badger,8.934015909830729,1742.0
392,823957fffffffff,badger,16.028430254031452,368.6923076923077
480,821e17fffffffff,badger,5.6087646484375,1161.0
484,821ec7fffffffff,badger,8.217229207356771,591.0
514,82194ffffffffff,badger,10.377150132921008,709.8666666666667
519,82185ffffffffff,badger,13.025411478678388,1011.1
535,821127fffffffff,badger,3.7171630859375,569.0
536,82088ffffffffff,badger,4.4643096923828125,573.0
538,82112ffffffffff,badger,2.247166951497396,591.0
541,82089ffffffffff,badger,5.351783165564904,642.0
2108,821f9ffffffffff,badger,7.087839762369792,831.0
2110,821faffffffffff,badger,8.186813354492188,864.0
2111,821e07fffffffff,badger,8.373143513997396,637.0
2219,823927fffffffff,badger,11.452641805013021,1536.0
2223,821f57fffffffff,badger,7.273030598958333,504.0
2227,82195ffffffffff,badger,9.745936075846354,689.0
2229,821f27fffffffff,badger,7.62466548039363,757.4615384615385
2238,8208e7fffffffff,badger,-1.406219482421875,542.0
2301,821f1ffffffffff,badger,8.832194010416666,527.0
2341,821f37fffffffff,badger,8.702402750651043,785.7692307692307
2350,823f77fffffffff,badger,16.883075968424478,637.1
2353,82098ffffffffff,badger,-1.4434153238932292,978.0
2355,822437fffffffff,badger,2.0137481689453125,77.0
2407,821957fffffffff,badger,9.519435784755611,905.0
2458,821ea7fffffffff,badger,13.776021321614584,568.0
2459,823937fffffffff,badger,15.508859345407195,754.6363636363636
2463,82390ffffffffff,badger,14.710647583007812,377.0
2739,8208a7fffffffff,badger,2.38885498046875,708.0
2740,8208f7fffffffff,badger,1.5805409749348958,605.0
2753,820897fffffffff,badger,6.764569600423179,561.75
2764,821e1ffffffffff,badger,10.897567749023438,511.0
2768,821e27fffffffff,badger,8.486129760742188,508.0
2776,821f77fffffffff,badger,7.512199206229969,733.4615384615385
2788,821eb7fffffffff,badger,13.689263546105588,723.1818181818181
2790,8211b7fffffffff,badger,5.714640299479167,600.0
2792,821e5ffffffffff,badger,10.30297415597098,457.35714285714283
2798,8211a7fffffffff,badger,4.710978190104167,659.0
2802,821edffffffffff,badger,16.56060791015625,367.0
2810,823827fffffffff,badger,14.808900197347008,390.75
2811,821187fffffffff,badger,5.005137125651042,581.0
2812,821977fffffffff,badger,8.536693083934294,706.0
2819,821e2ffffffffff,badger,7.698140462239583,553.0
2826,821137fffffffff,badger,5.325063069661458,554.0
2869,821f67fffffffff,badger,5.800146484375,643.8
3551,821ed7fffffffff,badger,10.383066813151041,935.0
3552,821807fffffffff,badger,10.115127563476562,1484.5
3553,821ef7fffffffff,badger,8.156646728515625,928.0
3554,8208d7fffffffff,badger,2.3772684733072915,522.0
3567,821e8ffffffffff,badger,13.3500107273911,623.9090909090909
3577,823947fffffffff,badger,14.58728230794271,632.4
3683,82099ffffffffff,badger,6.43914794921875,937.0
3856,823917fffffffff,badger,16.016326904296875,475.0
6336,821e37fffffffff,badger,7.245005289713542,666.0
7689,8208c7fffffffff,badger,0.4556427001953125,518.0
7741,821eeffffffffff,badger,11.263585408528646,503.0
7793,821f0ffffffffff,badger,7.898457845052083,659.0
8032,821107fffffffff,badger,4.6539459228515625,571.0
8041,820837fffffffff,badger,5.233805762396917,1387.8333333333333
8042,820997fffffffff,badger,7.262864854600694,1419.4166666666667
8045,820817fffffffff,badger,-0.5946248372395834,887.0
8140,82081ffffffffff,badger,0.418060302734375,735.0
8161,82082ffffffffff,badger,5.1149953206380205,1755.0
8167,821e77fffffffff,badger,7.069854736328125,609.0
8194,8210a7fffffffff,badger,4.206899007161458,497.0
8214,821877fffffffff,badger,10.918745774489185,1051.0
8215,82118ffffffffff,badger,4.0867156982421875,563.0
8219,821e57fffffffff,badger,7.1295827229817705,543.0
8226,820987fffffffff,badger,7.045580122205947,1824.6666666666667
8234,822d6ffffffffff,badger,7.364359537760417,472.0
8245,821f47fffffffff,badger,6.228790283203125,577.0
8282,820807fffffffff,badger,5.56680679321289,1269.6666666666667
9390,82192ffffffffff,badger,7.6244557698567705,996.0
9643,821e0ffffffffff,badger,9.711797078450521,569.0
10948,821f5ffffffffff,badger,6.604268391927083,567.0
11715,821e67fffffffff,badger,6.8246510823567705,612.0
11738,821f6ffffffffff,badger,5.2894744873046875,596.0
16016,820b87fffffffff,badger,-0.13297526041666666,482.0
18409,821ee7fffffffff,badger,4.296946207682292,857.0
18726,82255ffffffffff,badger,-0.9799957275390625,325.0
19216,8208dffffffffff,badger,-0.503173828125,566.0
20040,821117fffffffff,badger,4.848154703776042,581.0
20647,821eaffffffffff,badger,10.406911214192709,995.0
20739,8210b7fffffffff,badger,5.4204762776692705,430.0
20794,82182ffffffffff,badger,10.040293375651041,939.0
20876,821197fffffffff,badger,6.117685953776042,564.0
20909,822d77fffffffff,badger,11.123241242908296,588.1428571428571
21017,823f27fffffffff,badger,14.119808959960938,789.0909090909091
26417,822d97fffffffff,badger,20.439559936523438,41.0
26420,822c17fffffffff,badger,15.705607096354166,696.0
27313,822467fffffffff,badger,-1.5930887858072917,316.0
27512,821827fffffffff,badger,9.246680365668402,1347.6666666666667
28372,821f4ffffffffff,badger,5.8710581461588545,604.0
28404,822d67fffffffff,badger,8.028640747070312,475.0
28410,821e4ffffffffff,badger,9.308914184570312,409.0
28413,821e6ffffffffff,badger,7.6714731852213545,510.0
28427,821e47fffffffff,badger,7.397379557291667,545.0
36013,8218f7fffffffff,badger,,0.0
40293,822a17fffffffff,badger,10.670206705729166,1139.0
66377,821857fffffffff,badger,,0.0
74830,823f2ffffffffff,badger,15.172066243489581,721.3
74876,822db7fffffffff,badger,18.22658145788944,501.45454545454544
75803,82664ffffffffff,badger,26.42981465657552,3286.0
78340,821ecffffffffff,badger,13.8350830078125,543.0
78363,823f67fffffffff,badger,15.364629109700521,598.0
79764,822e1ffffffffff,badger,6.6748086000100155,1196.8461538461538
89460,822417fffffffff,badger,3.807062784830729,79.0
90985,822557fffffffff,badger,-4.129252115885417,509.0
92472,82159ffffffffff,badger,-2.598749796549479,423.0
97218,823f6ffffffffff,badger,17.987436930338543,746.0
97935,822ccffffffffff,badger,12.539957682291666,277.0
100805,822d2ffffffffff,badger,8.101598103841146,637.0
101025,821017fffffffff,badger,3.7781829833984375,575.0
116981,822157fffffffff,badger,2.6065165201822915,263.0
117529,823e6ffffffffff,badger,19.584457397460938,27.0
122421,822c2ffffffffff,badger,1.8094635009765625,1031.0
125433,82180ffffffffff,badger,10.317989603678386,1436.6
139589,8211affffffffff,badger,4.1757863362630205,585.0
142616,821047fffffffff,badger,-2.569732666015625,504.0
142617,821057fffffffff,badger,-1.0946400960286458,607.0
142618,82100ffffffffff,badger,0.7574564615885416,536.0
142620,82102ffffffffff,badger,0.4478708902994792,558.0
153544,821037fffffffff,badger,2.79931640625,567.0
183651,821027fffffffff,badger,1.8604736328125,646.0
193114,822087fffffffff,badger,1.6418050130208333,558.0
207849,822477fffffffff,badger,0.3912302652994792,176.0
209764,8208effffffffff,badger,-2.919499715169271,472.0
219335,823027fffffffff,badger,8.996190388997396,616.0
7,822c0ffffffffff,badger,13.935373942057291,474.0
8,822d37fffffffff,badger,10.454538981119791,397.0
14,822c77fffffffff,badger,12.132858276367188,271.0
20,822caffffffffff,badger,11.510142008463541,479.0
35,822da7fffffffff,badger,18.946238199869793,509.0
37,823f47fffffffff,badger,18.491443980823863,695.0
93,822c27fffffffff,badger,9.347998159903067,1268.0
162,822cc7fffffffff,badger,16.904073079427082,378.0
165,824317fffffffff,badger,25.373519897460938,211.0
166,822cf7fffffffff,badger,13.688644409179688,289.0
6,823ce7fffffffff,badger,24.066701253255207,2049.0
14,828d8ffffffffff,badger,25.80304463704427,1986.0
0,828da7fffffffff,badger,22.742385016547306,1860.8333333333333
2,828c17fffffffff,badger,19.400502522786457,2449.0
3,828d87fffffffff,badger,27.020375569661457,1460.0
33,828daffffffffff,badger,25.344261678059894,2231.4
0,824ba7fffffffff,badger,21.605855305989582,1769.0
4,824077fffffffff,badger,15.074778238932291,1073.0
8,824b87fffffffff,badger,22.66864013671875,2365.6666666666665
9,824bb7fffffffff,badger,22.660211068612554,2184.0
106,82418ffffffffff,badger,17.113911946614582,1460.0
111,824147fffffffff,badger,23.18581281389509,1693.4285714285713
133,824177fffffffff,badger,23.389007568359375,1622.0
862,823087fffffffff,badger,14.267298380533854,842.0
892,82401ffffffffff,badger,14.964335123697916,1279.0
895,823daffffffffff,badger,24.817718505859375,991.0
0,826817fffffffff,badger,27.315175374348957,3442.0
15,825d17fffffffff,badger,21.578414916992188,1372.0
0,82bcdffffffffff,badger,17.652191162109375,519.0
1,82975ffffffffff,badger,21.928314208984375,500.0
2,829747fffffffff,badger,24.121851603190105,291.0
3,82bc4ffffffffff,badger,19.332626342773438,155.0
5,82bc6ffffffffff,badger,16.00931479714134,632.5454545454545
6,826b17fffffffff,badger,28.88714599609375,541.0
8,82bc47fffffffff,badger,14.578353881835938,424.0
9,82bcd7fffffffff,badger,19.543604532877605,684.0
16,82ac87fffffffff,badger,22.573191324869793,271.0
19,827a67fffffffff,badger,24.216405232747395,807.0
21,829637fffffffff,badger,22.736297607421875,843.0
24,827a4ffffffffff,badger,17.976511637369793,1082.0
25,8296a7fffffffff,badger,23.762003580729168,1418.0
26,82ad37fffffffff,badger,16.528752182469223,473.0
28,82972ffffffffff,badger,21.954452514648438,570.0
30,82acb7fffffffff,badger,20.806482950846355,317.0
33,82541ffffffffff,badger,27.8704833984375,543.0
45,8254e7fffffffff,badger,27.155649820963543,1430.0
47,82ad97fffffffff,badger,21.580942789713543,248.0
48,827a6ffffffffff,badger,17.577234903971355,806.0
58,8275affffffffff,badger,25.65070088704427,1571.0
59,827acffffffffff,badger,10.680898030598959,1140.0
60,82588ffffffffff,badger,25.498062133789062,1424.0
61,8275a7fffffffff,badger,24.21368916829427,1641.0
63,829767fffffffff,badger,22.1312255859375,273.0
71,8297affffffffff,badger,20.99127705891927,860.0
75,8296b7fffffffff,badger,22.061498006184895,951.0
78,825417fffffffff,badger,25.687118530273438,153.0
84,8258a7fffffffff,badger,27.152664184570312,1022.0
85,82599ffffffffff,badger,28.263768513997395,841.0
86,82ac17fffffffff,badger,20.71382795061384,29.857142857142858
95,82598ffffffffff,badger,28.959228515625,523.0
97,82bcf7fffffffff,badger,19.701563517252605,889.0
99,82bcc7fffffffff,badger,14.728566487630209,624.0
114,827a47fffffffff,badger,18.982981363932293,1955.0
115,829717fffffffff,badger,25.14995829264323,871.0
121,82bc77fffffffff,badger,17.811833134403933,549.5555555555555
