hex_index,Annu_Mean_Temp,Annu_Prec,Species,index
8104fffffffffff,-12.020416259765623,160.0,hawk,RA
81053ffffffffff,-15.58290158128845,254.496644295302,hawk,RA
8105bffffffffff,-14.26268513997396,215.0,hawk,RA
81063ffffffffff,-16.548980712890625,887.0,hawk,RA
8106bffffffffff,-19.23822530110677,214.0,hawk,RA
8106fffffffffff,-13.605890909830729,594.0,hawk,RA
81073ffffffffff,-2.7395180596245665,485.1111111111111,hawk,RA
81077ffffffffff,-2.3807271321614585,1529.0,hawk,RA
81083ffffffffff,3.387021715414956,1064.7579423102486,hawk,RA
8108bffffffffff,5.0049387613932295,578.0,hawk,RA
8108fffffffffff,0.9943745930989584,515.0,hawk,RA
81097ffffffffff,3.6188483182222,1319.589755408063,hawk,RA
8109bffffffffff,7.260518391927083,1981.0,hawk,RA
810a3ffffffffff,-5.908294677734375,561.0,hawk,RA
810a7ffffffffff,-11.881149291992188,308.0,hawk,RA
810abffffffffff,-3.152475992838541,348.0,hawk,RA
810afffffffffff,-10.288116455078123,330.0,hawk,RA
810b3ffffffffff,-2.7024688720703125,504.0,hawk,RA
810b7ffffffffff,-9.369232177734377,317.0,hawk,RA
810bbffffffffff,0.2131093343098958,467.0,hawk,RA
810c3ffffffffff,-4.034271240234375,355.0,hawk,RA
810c7ffffffffff,4.639353434244792,880.0,hawk,RA
810cbffffffffff,-3.0826924641927085,448.0,hawk,RA
810cfffffffffff,2.6306506842891157,911.4333026232848,hawk,RA
810d3ffffffffff,-11.392301221968422,125.80406829679596,hawk,RA
810d7ffffffffff,-8.641911824544271,228.0,hawk,RA
810dbffffffffff,-7.305781571507819,336.77220956719816,hawk,RA
810e3ffffffffff,-6.589711507161458,356.0,hawk,RA
810e7ffffffffff,-4.6211293538411455,768.0,hawk,RA
810ebffffffffff,-6.400111401712525,422.00375165125496,hawk,RA
810efffffffffff,-2.5876871744791665,542.0,hawk,RA
810f3ffffffffff,-13.16259765625,351.0,hawk,RA
810f7ffffffffff,-4.912623524762047,608.0754491017964,hawk,RA
810fbffffffffff,-13.831324259440104,264.0,hawk,RA
81103ffffffffff,2.097559611002604,571.0,hawk,RA
81107ffffffffff,-2.27081298828125,532.0,hawk,RA
8110bffffffffff,5.94249979654948,483.0,hawk,RA
8110fffffffffff,0.7831675211588541,696.0,hawk,RA
81113ffffffffff,4.2879994710286455,600.0,hawk,RA
81117ffffffffff,-2.3257853190104165,427.0,hawk,RA
8111bffffffffff,5.102976481119792,586.0,hawk,RA
81123ffffffffff,-1.5165863037109375,387.0,hawk,RA
81127ffffffffff,-0.7092641194661459,460.0,hawk,RA
8112bffffffffff,4.5069732666015625,1463.0,hawk,RA
8112fffffffffff,-1.9039204915364585,1382.0,hawk,RA
81133ffffffffff,-7.605443318684895,242.0,hawk,RA
81137ffffffffff,-9.582544962565104,259.0,hawk,RA
8113bffffffffff,-2.71710205078125,266.0,hawk,RA
81143ffffffffff,-5.6259816487630205,563.0,hawk,RA
81147ffffffffff,-8.607152303059896,453.0,hawk,RA
8114bffffffffff,0.118682861328125,564.0,hawk,RA
8114fffffffffff,-1.4644012451171875,521.0,hawk,RA
81153ffffffffff,-5.309814453125,418.0,hawk,RA
81157ffffffffff,-10.015340169270834,284.0,hawk,RA
8115bffffffffff,-2.3009440104166665,309.0,hawk,RA
81163ffffffffff,-0.3627855217741847,820.0016708437761,hawk,RA
81167ffffffffff,4.605997721354167,520.0,hawk,RA
8116bffffffffff,0.2780199220194619,1026.150289017341,hawk,RA
81173ffffffffff,-10.52979024251302,378.0,hawk,RA
81177ffffffffff,-8.108861287434896,276.0,hawk,RA
8117bffffffffff,-0.3858863830566406,804.6,hawk,RA
81183ffffffffff,9.649829563792498,1159.5120611363384,hawk,RA
81187ffffffffff,11.945998213394924,898.7368776904499,hawk,RA
81193ffffffffff,7.549263052492176,1385.0688386976126,hawk,RA
81197ffffffffff,9.769960590139904,794.5075461908092,hawk,RA
811abffffffffff,4.927133500458602,1459.5407620305275,hawk,RA
811b3ffffffffff,0.3221328504157789,956.8973214285714,hawk,RA
811bbffffffffff,0.5787251790364584,882.0,hawk,RA
811d3ffffffffff,5.892866106301936,2768.3601195417564,hawk,RA
811e3ffffffffff,8.900711059570312,622.0,hawk,RA
811e7ffffffffff,7.3310496012369795,550.0,hawk,RA
811ebffffffffff,13.770665486653646,198.0,hawk,RA
811efffffffffff,9.089706420898438,564.0,hawk,RA
811f3ffffffffff,8.718633015950521,555.0,hawk,RA
811f7ffffffffff,6.08154296875,590.0,hawk,RA
811fbffffffffff,9.183247884114584,767.0,hawk,RA
81203ffffffffff,7.449274698893229,138.0,hawk,RA
81207ffffffffff,2.6944071451822915,333.0,hawk,RA
8120bffffffffff,8.849878946940104,694.0,hawk,RA
8120fffffffffff,10.437444051106771,94.0,hawk,RA
81213ffffffffff,3.932835896809896,239.0,hawk,RA
81217ffffffffff,1.8266652425130208,310.0,hawk,RA
8121bffffffffff,12.800313313802084,101.0,hawk,RA
81227ffffffffff,1.6740010579427085,956.0,hawk,RA
8122fffffffffff,5.616658528645833,1097.0,hawk,RA
81243ffffffffff,3.343368530273437,122.0,hawk,RA
81247ffffffffff,2.258611043294271,152.0,hawk,RA
8124bffffffffff,-4.905481974283855,235.0,hawk,RA
8124fffffffffff,6.537465413411458,209.0,hawk,RA
81253ffffffffff,-3.6010233561197915,374.0,hawk,RA
81257ffffffffff,-0.7476908365885416,355.0,hawk,RA
8125bffffffffff,4.444040934244792,137.0,hawk,RA
81263ffffffffff,7.992970784505208,573.0,hawk,RA
81267ffffffffff,13.108673095703123,990.0,hawk,RA
8126bffffffffff,3.876703898111979,369.0,hawk,RA
8126fffffffffff,15.48888142903646,742.0,hawk,RA
81273ffffffffff,0.97845458984375,541.0,hawk,RA
81277ffffffffff,5.004984537760417,786.0,hawk,RA
8127bffffffffff,6.759368896484375,288.0,hawk,RA
81283ffffffffff,13.85203817659384,757.7039381427721,hawk,RA
8128bffffffffff,6.026204427083333,480.0,hawk,RA
8128fffffffffff,10.04561863660476,1292.0137665874402,hawk,RA
81293ffffffffff,13.77355848245187,649.406546446753,hawk,RA
8129bffffffffff,12.792439778645834,217.0,hawk,RA
812a3ffffffffff,10.304667537341508,1157.9674177953782,hawk,RA
812a7ffffffffff,22.452906821159253,1500.601226993865,hawk,RA
812abffffffffff,10.320897420247396,914.0,hawk,RA
812afffffffffff,15.87527172438412,1225.4667983121349,hawk,RA
812b3ffffffffff,4.724100748697917,969.0,hawk,RA
812bbffffffffff,2.2704620361328125,933.0,hawk,RA
812c3ffffffffff,4.298756917317708,483.0,hawk,RA
812c7ffffffffff,11.693206787109377,114.0,hawk,RA
812cbffffffffff,23.121505737304688,216.0,hawk,RA
812cfffffffffff,16.817850748697918,612.0,hawk,RA
812d3ffffffffff,7.5224965413411455,573.0,hawk,RA
812d7ffffffffff,10.087234497070312,543.0,hawk,RA
812dbffffffffff,16.577667236328125,92.0,hawk,RA
812e3ffffffffff,9.626980575280886,1285.5315841358913,hawk,RA
812e7ffffffffff,12.677625728995366,1750.8814702308628,hawk,RA
812ebffffffffff,5.612038902689339,1029.1026539809714,hawk,RA
812efffffffffff,5.122865873582117,1036.5934065934066,hawk,RA
812f7ffffffffff,15.038167347907375,1577.414974825402,hawk,RA
81303ffffffffff,10.381067911783854,664.0,hawk,RA
8130bffffffffff,14.022354125976562,907.0,hawk,RA
8130fffffffffff,13.03905741373698,1178.0,hawk,RA
81313ffffffffff,6.085789998372396,385.0,hawk,RA
81317ffffffffff,-0.9032135009765624,826.0,hawk,RA
8131bffffffffff,8.933125813802084,480.0,hawk,RA
81343ffffffffff,16.297830567161093,1138.6870301603117,hawk,RA
81347ffffffffff,18.42914775824531,255.3839755559328,hawk,RA
81353ffffffffff,18.04542729821779,1192.4474473223952,hawk,RA
8135bffffffffff,16.346346845514365,1303.0092015434848,hawk,RA
81383ffffffffff,16.29467264811198,256.0,hawk,RA
81387ffffffffff,14.597218831380207,316.0,hawk,RA
8138bffffffffff,25.624313354492188,12.0,hawk,RA
8138fffffffffff,23.95745849609375,20.0,hawk,RA
81393ffffffffff,15.110875447591146,635.0,hawk,RA
81397ffffffffff,12.564028730832588,743.5497515764043,hawk,RA
8139bffffffffff,16.78931203695533,345.06786608972897,hawk,RA
813c3ffffffffff,-3.3319803873697915,302.0,hawk,RA
813c7ffffffffff,-5.5616709391276045,672.0,hawk,RA
813cbffffffffff,26.096644083658852,1381.0,hawk,RA
813cfffffffffff,21.24786885579427,2379.0,hawk,RA
813d3ffffffffff,-6.278025309244792,142.0,hawk,RA
813d7ffffffffff,-7.261688232421875,149.0,hawk,RA
813dbffffffffff,25.39856465657552,858.0,hawk,RA
813e3ffffffffff,22.385060628255207,6.0,hawk,RA
813e7ffffffffff,20.857894897460938,4.0,hawk,RA
813ebffffffffff,23.55535380045573,20.0,hawk,RA
813efffffffffff,22.758702596028645,6.0,hawk,RA
813f3ffffffffff,16.246637288854448,645.778230737872,hawk,RA
813f7ffffffffff,16.13263126144055,641.3008898776418,hawk,RA
813fbffffffffff,21.22052001953125,18.0,hawk,RA
81403ffffffffff,16.368631998697918,1297.0,hawk,RA
81407ffffffffff,15.826950073242188,816.0,hawk,RA
8140bffffffffff,15.38611857096354,866.0,hawk,RA
8140fffffffffff,6.802953084309896,765.0,hawk,RA
81413ffffffffff,22.17814982733854,2029.644650616559,hawk,RA
81417ffffffffff,22.94734584992145,1838.628755760369,hawk,RA
8141bffffffffff,17.902313232421875,1685.0,hawk,RA
81423ffffffffff,26.33783467610677,111.0,hawk,RA
81427ffffffffff,19.827260335286457,296.0,hawk,RA
8142fffffffffff,26.549509684244796,454.0,hawk,RA
81433ffffffffff,15.721872965494793,161.0,hawk,RA
81437ffffffffff,17.110931396484375,157.0,hawk,RA
8143bffffffffff,29.38763936360677,87.0,hawk,RA
81443ffffffffff,22.881798540492667,1295.6089033961275,hawk,RA
81447ffffffffff,19.65512084960937,1462.0,hawk,RA
8144bffffffffff,22.583911087807454,1298.9063213330337,hawk,RA
8144fffffffffff,18.29396565755208,1029.0,hawk,RA
81453ffffffffff,24.81254649070036,1852.2382150547228,hawk,RA
81457ffffffffff,26.048314642764577,904.8252111760884,hawk,RA
8145bffffffffff,25.14861612077837,1259.6892863304388,hawk,RA
81463ffffffffff,23.622212727864586,862.75,hawk,RA
81467ffffffffff,21.81111213621368,1491.255404725993,hawk,RA
8147bffffffffff,22.49741472516741,618.25,hawk,RA
81483ffffffffff,21.803615305520385,767.4661583655147,hawk,RA
81487ffffffffff,18.171565989619864,260.748171085992,hawk,RA
8148bffffffffff,23.066970825195312,451.0,hawk,RA
8148fffffffffff,16.610544840494793,241.0,hawk,RA
81493ffffffffff,23.733280845000365,359.45251396648047,hawk,RA
8149bffffffffff,23.972559611002605,1078.0,hawk,RA
814a3ffffffffff,22.30875335193071,2114.6079842931936,hawk,RA
814a7ffffffffff,23.041799636114213,665.2037037037037,hawk,RA
814abffffffffff,26.029998358628507,3466.7669172932333,hawk,RA
814b3ffffffffff,16.369354960800365,1030.9881057268722,hawk,RA
814b7ffffffffff,15.901818942349676,2549.449571905384,hawk,RA
814bbffffffffff,23.828328450520832,2205.0,hawk,RA
814cbffffffffff,25.2014853962031,1212.622699386503,hawk,RA
814cfffffffffff,24.85510323158284,1596.4999505260728,hawk,RA
814e7ffffffffff,26.72086111704508,1699.9411764705883,hawk,RA
814f7ffffffffff,27.07531491674558,1578.0,hawk,RA
81523ffffffffff,25.84302266438802,172.0,hawk,RA
81527ffffffffff,28.014368693033852,53.0,hawk,RA
8152bffffffffff,22.263081868489586,759.0,hawk,RA
8152fffffffffff,25.6518522902756,231.46275862068964,hawk,RA
81533ffffffffff,22.884328206380207,101.0,hawk,RA
81537ffffffffff,25.78783162434896,78.0,hawk,RA
8153bffffffffff,25.332443237304688,37.0,hawk,RA
81543ffffffffff,29.9393310546875,165.0,hawk,RA
81547ffffffffff,27.131601969401043,886.0,hawk,RA
8154bffffffffff,26.05751039990833,673.1151525036698,hawk,RA
8154fffffffffff,27.418352041913856,1695.799819952533,hawk,RA
81553ffffffffff,24.664332071940105,28.0,hawk,RA
81557ffffffffff,28.47424825032552,47.0,hawk,RA
8155bffffffffff,23.36188298957964,34.08875128998968,hawk,RA
81577ffffffffff,22.10659568254338,214.7325581395349,hawk,RA
81583ffffffffff,28.285024007161457,407.0,hawk,RA
81587ffffffffff,28.305221557617188,171.0,hawk,RA
8158bffffffffff,26.432322184244796,1094.0,hawk,RA
8158fffffffffff,27.3956298828125,1433.0,hawk,RA
81593ffffffffff,28.233545939127605,49.0,hawk,RA
81597ffffffffff,25.310353597005207,18.0,hawk,RA
8159bffffffffff,28.72100321451823,427.0,hawk,RA
815d3ffffffffff,17.650101263994294,1753.7432455836508,hawk,RA
815e7ffffffffff,25.809006113462456,1864.1121960940611,hawk,RA
815f3ffffffffff,25.954996744791668,2081.0,hawk,RA
815f7ffffffffff,25.832199096679688,1491.0,hawk,RA
81603ffffffffff,25.541902981668787,1398.863866331977,hawk,RA
8160bffffffffff,26.21628824869792,951.0,hawk,RA
81613ffffffffff,26.33766431759453,2131.1843615348484,hawk,RA
81617ffffffffff,28.866663614908852,1977.0,hawk,RA
8161bffffffffff,28.190336724448372,1114.516149350364,hawk,RA
81633ffffffffff,25.421407884614915,126.46174832329204,hawk,RA
8163bffffffffff,24.269070187130488,127.4888888888889,hawk,RA
81643ffffffffff,26.442190048247102,2072.527805269493,hawk,RA
8164bffffffffff,25.786387125651043,939.0,hawk,RA
8164fffffffffff,26.719929542963357,2976.590047393365,hawk,RA
81653ffffffffff,25.93896484375,2156.0,hawk,RA
81657ffffffffff,23.409305437236814,2751.407335907336,hawk,RA
8165bffffffffff,27.733983357747395,1298.0,hawk,RA
81663ffffffffff,27.56468709309896,1326.0,hawk,RA
81667ffffffffff,27.524673461914062,2774.0,hawk,RA
8166bffffffffff,22.76257823295141,2860.818528711634,hawk,RA
8166fffffffffff,19.71359761555989,1616.0,hawk,RA
81673ffffffffff,22.595894229642678,1646.6310299869622,hawk,RA
81677ffffffffff,24.223617315126383,1025.105477125275,hawk,RA
8167bffffffffff,25.30230024829325,3541.808557777521,hawk,RA
81683ffffffffff,25.934932132234856,2336.085792940029,hawk,RA
81687ffffffffff,26.727152506510414,1477.0,hawk,RA
8168bffffffffff,25.32379659016927,3130.0,hawk,RA
8168fffffffffff,23.356104092169154,2210.1184109025457,hawk,RA
81693ffffffffff,20.62074290399228,1809.8521594684385,hawk,RA
81697ffffffffff,25.85683707469861,2564.090218570764,hawk,RA
8169bffffffffff,26.35017301693604,3920.7803992740473,hawk,RA
816a3ffffffffff,25.38714599609375,1275.0,hawk,RA
816a7ffffffffff,26.47902425130208,1026.0,hawk,RA
816abffffffffff,24.88519287109375,1908.0,hawk,RA
816afffffffffff,21.22642517089844,1150.0,hawk,RA
816b3ffffffffff,25.141977945963543,319.0,hawk,RA
