Lat,Lng,hex_index,Annu_Mean_Temp,Annu_Prec
78.30222757752641,38.199745131556476,81003ffffffffff,-7.579414522230734,176.01318681318682
76.28928252979776,73.82866636176679,8100bffffffffff,-12.439200265066964,252.625
71.98743749488206,29.055702831187983,81013ffffffffff,-0.017033247083220845,523.5955872387716
76.254116555523,4.274271248754943,81017ffffffffff,-7.034455885516999,377.3639534883721
71.52423096484446,51.709609307768744,8101bffffffffff,-5.4379425048828125,310.0
79.19902418457589,-108.39830850055625,81023ffffffffff,-18.004745245444614,122.62068965517241
74.69326576530065,-81.59717951364803,81027ffffffffff,-17.526041666666668,245.0
74.25982106311383,-129.16086201816645,8102bffffffffff,-13.937567454512402,131.9069306930693
71.8172638396258,-107.96909500219326,8102fffffffffff,-15.528666178385416,87.0
81.0644882839278,-64.02156114349205,81037ffffffffff,-16.020355224609375,139.0
74.63485386859311,142.70786251157008,81043ffffffffff,-14.86690242706783,199.75396825396825
75.50066222522454,21.014118769783472,81047ffffffffff,-12.311136881510416,134.66666666666666
66.65930381323997,139.6953343080927,8104bffffffffff,-15.807861328125,289.0
68.69888207042774,160.77415284233356,8104fffffffffff,-12.020416259765625,160.0
77.78495901971225,110.0117390269876,81053ffffffffff,-15.58290158128845,254.49664429530202
70.23345749499144,119.49243323677034,8105bffffffffff,-14.262685139973959,215.0
69.95062932039669,-29.895758044167206,81063ffffffffff,-16.548980712890625,887.0
62.372850722651336,-32.31215914406501,81067ffffffffff,-2.5120528783553686,976.2307692307693
73.85548306776148,-51.44751093928058,8106bffffffffff,-19.23822530110677,214.0
66.12852276985753,-47.52204284347574,8106fffffffffff,-13.605890909830729,594.0
71.4578968632546,-9.262635613556991,81073ffffffffff,-2.7395180596245665,485.1111111111111
64.32332354695754,-17.53055243881362,81077ffffffffff,-2.3807271321614585,1529.0
77.25961028979167,-22.838922042741075,8107bffffffffff,-10.446400464591333,291.4364406779661
64.496812370827,9.94310473615705,81083ffffffffff,3.3870217154149556,1064.7579423102486
60.67686654995978,16.86245607538057,8108bffffffffff,5.0049387613932295,578.0
65.9517343928859,21.847685346627692,8108fffffffffff,0.9943745930989584,515.0
69.4139110947926,9.600618954081733,81097ffffffffff,3.6188483182222,1319.589755408063
60.39472279214621,5.2000792473679995,8109bffffffffff,7.260518391927083,1981.0
63.94424531464823,88.654438540294,810a3ffffffffff,-5.908294677734375,561.0
70.95102571468591,95.11163975848216,810a7ffffffffff,-11.881149291992188,308.0
58.87968531455163,98.18328945453587,810abffffffffff,-3.1524759928385415,348.0
64.28872462519455,106.28186174764241,810afffffffffff,-10.288116455078125,330.0
61.927238139179316,71.8334863078366,810b3ffffffffff,-2.7024688720703125,504.0
68.54627988131865,74.51570561495073,810b7ffffffffff,-9.369232177734375,317.0
57.09327402523468,84.29619985358343,810bbffffffffff,0.21310933430989584,467.0
64.85194043723133,-159.65071255639035,810c3ffffffffff,-4.034271240234375,355.0
60.62800989861143,-147.45379984315244,810c7ffffffffff,4.639353434244792,880.0
60.53633312846481,-122.36774068727593,810cbffffffffff,-3.0826924641927085,448.0
57.43857848216777,-161.39517821530364,810cfffffffffff,2.6306506842891153,911.4333026232847
72.41850229838009,-157.46580853267773,810d3ffffffffff,-11.392301221968422,125.80406829679595
66.94678983553176,-141.0397025404698,810d7ffffffffff,-8.641911824544271,228.0
67.92568063167894,-22.975324130289795,810dbffffffffff,-7.305781571507819,336.77220956719816
60.96114702637515,-77.33148510035271,810e3ffffffffff,-6.589711507161458,356.0
53.97044165471329,-69.38930686284036,810e7ffffffffff,-4.6211293538411455,768.0
59.31513764744477,-93.60143184198942,810ebffffffffff,-6.400111401712525,422.00375165125496
53.44665061257145,-83.27455714288907,810efffffffffff,-2.5876871744791665,542.0
68.02404553268515,-67.79383320956539,810f3ffffffffff,-13.16259765625,351.0
60.55170231323417,-60.40908470488559,810f7ffffffffff,-4.912623524762047,608.0754491017964
67.21024194198979,-89.4973846418701,810fbffffffffff,-13.831324259440104,264.0
59.7989748310307,44.32875291540449,81103ffffffffff,2.097559611002604,571.0
65.18601331201309,56.26344477513153,81107ffffffffff,-2.27081298828125,532.0
52.46477604632825,47.995326921782215,8110bffffffffff,5.9424997965494795,483.0
57.74143511547812,58.3472651795695,8110fffffffffff,0.7831675211588541,696.0
60.268080408941785,30.528363471187134,81113ffffffffff,4.2879994710286455,600.0
66.90157293299575,39.907256944033776,81117ffffffffff,-2.3257853190104165,427.0
53.89100626808948,35.360489561746334,8111bffffffffff,5.102976481119792,586.0
59.37416367298788,-120.08695650095054,81123ffffffffff,-1.5165863037109375,387.0
56.07318925946888,-107.10294545678502,81127ffffffffff,-0.7092641194661459,460.0
54.35234947402308,-128.7458624858517,8112bffffffffff,4.5069732666015625,1463.0
51.65769803699353,-117.89492875558494,8112fffffffffff,-1.9039204915364583,1382.0
